model_type,hidden_layers,hidden_units,adam_lr,adam_iters,lbfgs_iters,activation,grid_size,spline_order,sampling,sigma,exp_scale,n_obs_u,n_obs_k,n_pde,seed,lambda_pde_scheduler,adaptive_weights,alpha,update_every,regularization,pde_alpha,pde_beta,epsilon,parameters,flops,training_time_sec,compute_time_sec,evaluation_time_ms,first_derivative_time_ms,second_derivative_time_ms,err_u_global,err_k_global,err_u_inside,err_u_outside,err_k_inside,err_k_outside,mean_global_error,timestamp
KAN,2,15,0.001,2000,2000,,7,4,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,7020,13024,402.61938627200016,405.1270775794983,43.3354159999908,146.45225399999617,424.9792000000525,0.00669298608467557,0.0017609107426783041,0.011072096124835283,0.0038858642640603683,0.0005478650975407908,0.002538504104945941,0.004226948413676937,2026-09-14_20-52-29
KAN,1,35,0.01,2000,2000,,3,3,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,1680,3014,238.21806919699998,240.07355093955994,52.642954000020836,120.69571600000017,330.9555870000622,0.0643152085388524,0.3157719587394358,0.06598954509323654,0.06324191587578568,0.39323923392395393,0.26611344900577044,0.19004358363914411,2026-09-14_20-59-14
KAN,3,25,0.001,2000,2000,,5,3,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,26500,47854,440.925957164,447.5784571170807,352.54377399996883,495.72474499996133,1936.7040679999263,0.005837592922170814,0.002131366054269902,0.007010709162787996,0.005085595332031593,0.001313300964861301,0.0026557667526087487,0.003984479488220357,2026-09-14_21-03-14
KAN,2,15,0.01,2000,2000,,3,4,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,4860,8704,409.35477074100004,411.24174213409424,44.232711999939056,116.97744299999613,431.1848590000409,0.006764395671577384,0.0009034506436235582,0.011539164360855229,0.0037036465117838927,0.0004316979712065702,0.0012058562028652172,0.0038339231576004712,2026-09-14_21-10-42
KAN,3,35,0.001,2000,2000,,7,3,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,61320,112634,414.6840495639999,448.06280064582825,2588.031561000207,6339.177075999942,14394.50868899985,0.005315073946409681,0.010538151361622844,0.009445604051485933,0.002667298238027468,0.004355642053100361,0.01450129835426546,0.007926612654016263,2026-09-14_21-17-33
KAN,2,35,0.0001,2000,2000,,5,3,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,26600,48024,324.4430007840001,340.93989181518555,1059.9005449998913,3291.3039679997382,7695.7098970001425,0.010167615773452064,0.0015284579959114713,0.017125802648980535,0.0057072395711902256,0.0013612501600486094,0.0016356425060799723,0.005848036884681768,2026-09-14_21-25-01
KAN,2,15,0.01,2000,2000,,3,2,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,3780,6544,98.19909402900021,99.45398235321045,16.460886000004393,39.59031700014748,75.39843799986556,0.01440412864756139,0.02383375039195202,0.017452508121299535,0.012450039241318989,0.026948229998653022,0.02183728910560523,0.019118939519756704,2026-09-14_21-30-42
