model_type,hidden_layers,hidden_units,adam_lr,adam_iters,lbfgs_iters,activation,grid_size,spline_order,sampling,sigma,exp_scale,n_obs_u,n_obs_k,n_pde,seed,lambda_pde_scheduler,adaptive_weights,alpha,update_every,regularization,pde_alpha,pde_beta,epsilon,parameters,flops,training_time_sec,compute_time_sec,evaluation_time_ms,first_derivative_time_ms,second_derivative_time_ms,err_u_global,err_k_global,err_u_inside,err_u_outside,err_k_inside,err_k_outside,mean_global_error,timestamp
KAN,1,15,0.01,2000,2000,,5,4,gaussian,5.5,1.0,100,100,1000,42,True,True,7,100,False,0.5,5.0,1.0,990,1834,241.053897107995,247.59344172477722,25.194005997036584,62.2572280044551,137.93558000179473,0.028190036816211465,0.259299499626821,0.021966464689536194,0.03217950612818279,0.18955751360825665,0.3040059009207725,0.14374476822151622,2026-09-20_13-01-18
KAN,1,25,0.01,2000,2000,,5,4,gaussian,5.5,1.0,100,100,1000,42,True,True,7,100,False,0.5,5.0,1.0,1650,3054,249.26909099399927,255.89435148239136,42.591199999151286,120.49331400339724,210.920454999723,0.027974765515318228,0.0762338810374993,0.022174957209138955,0.03169259135261263,0.06916177287563507,0.08076728370536099,0.052104323276408765,2026-09-20_13-05-25
KAN,1,35,0.01,2000,2000,,5,4,gaussian,5.5,1.0,100,100,1000,42,True,True,7,100,False,0.5,5.0,1.0,2310,4274,248.54771946799883,257.4651839733124,39.87791799590923,431.35855400032597,1902.3767820035573,0.01737274421955999,0.009804463576052231,0.020002858323574107,0.01568677364006376,0.009349999823800102,0.010095786494162573,0.013588603897806112,2026-09-20_13-09-41
KAN,2,15,0.01,2000,2000,,5,4,gaussian,5.5,1.0,100,100,1000,42,True,True,7,100,False,0.5,5.0,1.0,5940,10864,356.53785590500047,365.2448797225952,45.32106500118971,119.38971299969126,270.5767450024723,0.010951854367568497,0.0020324287958982763,0.020507299817292476,0.0048265688228736345,0.0009782404642185976,0.0027081905469749927,0.006492141581733387,2026-09-20_13-13-59
KAN,2,25,0.01,2000,2000,,5,4,gaussian,5.5,1.0,100,100,1000,42,True,True,7,100,False,0.5,5.0,1.0,15400,28104,362.05901396099944,371.36268734931946,74.5625019990257,525.7593930000439,1490.6584479977028,0.002675803988587571,0.006442002301750253,0.0036167513997244667,0.002072632571192125,0.003998793634596592,0.008008161703771829,0.004558903145168912,2026-09-20_13-20-04
KAN,2,35,0.01,2000,2000,,5,4,gaussian,5.5,1.0,100,100,1000,42,True,True,7,100,False,0.5,5.0,1.0,29260,53344,361.4663862449961,376.9423496723175,331.70708500256296,770.0472970027477,7085.532330995193,0.010168302327951451,0.0031017787627294867,0.017221767422959618,0.005646850343971856,0.0016304442496924473,0.004044941912112203,0.006635040545340469,2026-09-20_13-26-15
KAN,3,15,0.01,2000,2000,,5,4,gaussian,5.5,1.0,100,100,1000,42,True,True,7,100,False,0.5,5.0,1.0,10890,19894,957.1938498300005,975.5546419620514,85.37563299614703,221.77243800251745,2503.2022779996623,0.0014951511529982225,0.0015737820814184181,0.002097994387855349,0.0011087131819359618,0.0013295172036378766,0.0017303621312777398,0.0015344666172083204,2026-09-20_13-32-32
