model_type,hidden_layers,hidden_units,adam_lr,adam_iters,lbfgs_iters,activation,grid_size,spline_order,sampling,sigma,exp_scale,n_obs_u,n_obs_k,n_pde,seed,lambda_pde_scheduler,adaptive_weights,alpha,update_every,regularization,pde_alpha,pde_beta,epsilon,parameters,flops,training_time_sec,compute_time_sec,evaluation_time_ms,first_derivative_time_ms,second_derivative_time_ms,err_u_global,err_k_global,err_u_inside,err_u_outside,err_k_inside,err_k_outside,mean_global_error,timestamp
MLP,3,104,0.001,2000,2000,Sigmoid(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,66354,131040,79.74379077399954,80.4263482093811,3.5869799994543428,7.6055509998695925,21.091603000058967,0.028512818394779548,0.24541488571472223,0.05347156235897525,0.012513623545936162,0.42577954460191003,0.1297965146331916,0.1369638520547509,2026-09-15_10-35-34
MLP,3,15,0.001,2000,2000,Tanh(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,1562,2880,73.07639953800026,73.71814751625061,0.6476309999925434,1.3395940004556905,2.489587000127358,0.007987331729249522,0.027234895434550002,0.012159981611285777,0.0053125561638416655,0.0474553661883195,0.014273055207774674,0.017611113581899762,2026-09-15_10-36-54
MLP,3,104,0.01,2000,2000,Tanh(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,66354,131040,18.42504399599966,19.108599424362183,2.830635000464099,6.024198999512009,18.07265999923402,0.020500143841568425,0.028701737363005787,0.04372562974194513,0.005612011854147453,0.04060101247165982,0.021073996908740376,0.024600940602287104,2026-09-15_10-38-08
MLP,1,104,0.001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,22674,44512,59.227806919000614,59.85176920890808,1.6716539994376944,3.7802599999849917,7.272445000126027,0.06077506536904889,3.9220416271302216,0.08862339467682506,0.042923572223038525,5.201533970628196,3.1018542274520327,1.9914083462496353,2026-09-15_10-38-27
MLP,3,90,0.0001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,74.65812201100016,75.3296446800232,3.3141519998025615,7.936791999782145,25.66302499963058,0.0025532010282459084,0.0005879137808356147,0.002389451828517315,0.0026581684639693653,0.00040256468832908644,0.0007067273016731329,0.0015705574045407616,2026-09-15_10-39-27
MLP,3,90,0.0001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,81.18256412099981,81.8345742225647,3.3824319998529973,8.059783000135212,20.727959999931045,0.0025532010282459084,0.0005879137808356147,0.002389451828517315,0.0026581684639693653,0.00040256468832908644,0.0007067273016731329,0.0015705574045407616,2026-09-15_10-40-42
MLP,3,90,0.0001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,80.10193594700013,80.73672580718994,3.2233479996648384,7.7103370003897,19.820181000795856,0.0025532010282459084,0.0005879137808356147,0.002389451828517315,0.0026581684639693653,0.00040256468832908644,0.0007067273016731329,0.0015705574045407616,2026-09-15_10-42-04
MLP,3,90,0.01,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,80.38514608399964,81.05679488182068,3.341407000334584,7.942137999634724,20.53541999976005,0.003355106304152396,0.013747657887172212,0.0052054321538161415,0.00216899999026538,0.02047797433048989,0.009433352474789089,0.008551382095662304,2026-09-15_10-43-25
MLP,3,15,0.0001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,1562,2880,82.70953821100011,83.3560094833374,0.9996110002248315,5.211824000070919,15.51016699977481,0.0067542211895054195,0.007644217525180273,0.005693479713218472,0.007434183674304744,0.011828662763111366,0.004961880834198804,0.007199219357342846,2026-09-15_10-44-46
MLP,3,90,0.0001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,72.58740128099998,73.30166721343994,3.3047419992726645,7.767878000777273,19.96967300055985,0.0025532010282459084,0.0005879137808356147,0.002389451828517315,0.0026581684639693653,0.00040256468832908644,0.0007067273016731329,0.0015705574045407616,2026-09-15_10-46-09
MLP,2,90,0.0001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,33482,65880,73.08374394600014,73.78620791435242,2.736147999712557,5.89390699951764,13.774166000075638,0.007961409083070513,0.0005242397706528624,0.004352893350079935,0.01027456019396191,0.00033493865897738444,0.0006455866371115021,0.0042428244268616876,2026-09-15_10-47-22
MLP,1,90,0.0001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,17102,33480,12.3278881060005,12.980993270874023,1.617648999854282,3.391381000255933,6.637588000558026,0.06839641523728943,0.011535411285469598,0.09183635277632074,0.05337081425073088,0.013482119887518266,0.010287521155951222,0.039965913261379514,2026-09-15_10-48-36
MLP,3,90,0.001,2000,2000,Sine(),,,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,49862,98280,77.60262619700006,78.31019568443298,3.2985830002871808,7.855957999709062,20.38525300031324,0.0011104527545510831,0.0003508895312785468,0.0010752817965622634,0.0011329982404413522,0.00019141475838189013,0.00045311694980204473,0.000730671142914815,2026-09-15_10-48-49
