model_type,hidden_layers,hidden_units,adam_lr,adam_iters,lbfgs_iters,activation,grid_size,spline_order,sampling,sigma,exp_scale,n_obs_u,n_obs_k,n_pde,seed,lambda_pde_scheduler,adaptive_weights,alpha,update_every,regularization,pde_alpha,pde_beta,epsilon,parameters,flops,training_time_sec,compute_time_sec,evaluation_time_ms,first_derivative_time_ms,second_derivative_time_ms,err_u_global,err_k_global,err_u_inside,err_u_outside,err_k_inside,err_k_outside,mean_global_error,timestamp
KAN,2,15,0.001,1,1,,7,4,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,7020,13024,0.6057750350009883,5.929500102996826,53.199335001409054,1538.2856849973905,2146.931597002549,0.06646294535685321,1.932999128125963,0.07056567772705344,0.06383298870928898,1.9540897573924214,1.9194794939807975,0.9997310367414082,2026-09-14_19-12-33
KAN,1,35,0.01,1,1,,3,3,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,1680,3014,0.13383539699862013,2.064659833908081,25.570267003786284,63.06088100245688,595.589190001192,0.10192761782260844,1.2781135843914884,0.09900749727668735,0.10379948996742967,1.4943608274687967,1.1394935567778288,0.6900206011070484,2026-09-14_19-12-39
KAN,3,25,0.001,1,1,,5,3,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,26500,47854,0.29971130799822276,3.533001184463501,85.80702700419351,230.46311199868796,2055.3500690002693,0.036866521740434824,1.8825100707180333,0.054770688789972044,0.02538949158047506,1.9325630750456155,1.8504248115336857,0.9596882962292341,2026-09-14_19-12-41
KAN,2,15,0.01,1,1,,3,4,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,4860,8704,0.2525190320011461,1.3562641143798828,40.53073300019605,116.38981199939735,250.83194000035292,0.10576729992239466,1.732598667980032,0.09810213563177883,0.1106808667753535,1.801104409568906,1.6886847310640873,0.9191829839512133,2026-09-14_19-12-44
KAN,3,35,0.001,1,1,,7,3,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,61320,112634,0.270761901003425,31.075478553771973,110.04392999893753,5294.69476200029,15747.88833000639,0.022316324433680524,1.979369580596182,0.04330726384142952,0.00886059404409783,1.9773654286532103,1.980654293380138,1.0008429525149312,2026-09-14_19-12-46
KAN,2,35,0.0001,1,1,,5,3,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,26600,48024,0.19023491600091802,16.105900764465332,1077.8101070027333,3553.0424210010096,7767.005918001814,0.0820358333835902,2.0035807221712743,0.0797355665288618,0.08351036341867252,2.027600846142646,1.98818320680501,1.0428082777774321,2026-09-14_19-13-17
KAN,2,15,0.01,1,1,,3,2,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,3780,6544,0.17999252599838655,0.9125618934631348,13.26291300210869,29.67709999938961,63.918079002178274,0.15891823684647247,1.7824431468108901,0.1019210839948792,0.19545487328980152,1.8500084555540084,1.7391320514627373,0.9706806918286813,2026-09-14_19-13-33
KAN,3,25,0.0001,1,1,,5,3,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,26500,47854,0.2847564269977738,6.636142015457153,56.95543399633607,211.3425540010212,2375.5331380016287,0.06677988532421626,1.99943852799109,0.06426607236461354,0.06839130388806416,1.9993955266887025,1.9994660929285182,1.033109206657653,2026-09-14_19-13-34
KAN,3,25,0.01,1,1,,5,4,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,29150,53154,0.325943860996631,19.775189876556396,838.7665170012042,2856.869485003699,10035.77748999669,0.05372603014054987,1.5258253003548832,0.059941199704998935,0.049741947086415834,1.6816576329598427,1.425932779454268,0.7897756652477165,2026-09-14_19-13-41
KAN,2,15,0.0001,1,1,,3,4,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,4860,8704,0.2829396320012165,1.5057792663574219,30.71765800268622,112.74472999502905,227.6507779970416,0.08551267554072092,1.6603033513637084,0.07621367039543438,0.09147357627487893,1.8336337429102958,1.5491941260133322,0.8729080134522147,2026-09-14_19-14-00
