model_type,hidden_layers,hidden_units,adam_lr,adam_iters,lbfgs_iters,activation,grid_size,spline_order,sampling,sigma,exp_scale,n_obs_u,n_obs_k,n_pde,seed,lambda_pde_scheduler,adaptive_weights,alpha,update_every,regularization,pde_alpha,pde_beta,epsilon,parameters,flops,training_time_sec,compute_time_sec,evaluation_time_ms,first_derivative_time_ms,second_derivative_time_ms,err_u_global,err_k_global,err_u_inside,err_u_outside,err_k_inside,err_k_outside,mean_global_error,timestamp
KAN,2,35,0.01,2000,2000,,5,4,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,29260,53344,371.70184912900004,398.3703889846802,1852.5434549992497,5175.761426999088,11645.78329700089,0.0036749463335155473,0.006414755033691912,0.005047369342651617,0.0032174719971368583,0.0006246255418443292,0.008344798197641105,0.00504485068360373,2026-09-20_04-10-49
KAN,3,15,0.0001,2000,2000,,7,3,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,11880,21874,381.24880289200155,385.2639904022217,46.47547399872565,136.99525899937726,347.3882100006449,0.0025186189317219737,0.002536108477251465,0.004825575965166201,0.0017496332539072312,0.0012105107552382094,0.0029779743845892172,0.0025273637044867193,2026-09-20_04-17-27
KAN,3,15,0.0001,2000,2000,,7,3,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,11880,21874,383.334881625,387.25883293151855,46.05509500106564,143.58436800102936,378.0091900007392,0.003455337645888884,0.002270472584343154,0.006515179099479357,0.00243539049469206,0.0006233712346726457,0.0028195063675666575,0.002862905115116019,2026-09-20_04-23-52
KAN,3,15,0.0001,2000,2000,,7,3,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,11880,21874,380.9766921260016,384.89198756217957,59.188141000049654,139.5503630010353,365.67889700017986,0.002205547521427027,0.003041608133165148,0.003350126159888185,0.0018240213086066414,0.0018455104205471389,0.0034403073707044846,0.0026235778272960877,2026-09-20_04-30-20
KAN,3,15,0.0001,2000,2000,,7,3,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,11880,21874,380.7274963270029,384.44099164009094,46.72250200383132,132.9092949963524,350.21250499994494,0.003210944589449153,0.002784294710035757,0.004966482484334881,0.00262576529115391,0.001244969114205032,0.003297403241979332,0.002997619649742455,2026-09-20_04-36-45
KAN,3,35,0.0001,2000,2000,,7,2,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,56210,102414,138.46384463900176,154.95157265663147,1368.434812000487,3345.3288809978403,6661.358103003295,0.15986563356740435,0.20138990233547924,0.2382821425152917,0.1337267972514419,0.18643965927879025,0.2063733166877089,0.1806277679514418,2026-09-20_04-43-09
KAN,3,15,0.0001,2000,2000,,7,4,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,12870,23854,475.0354425250043,481.165495634079,68.85897100437433,251.50761900295038,1276.3839050021488,0.00180893475141112,0.0016924165742630932,0.002635931843679375,0.0015332690539883681,0.0004947338012839353,0.002091644165256146,0.0017506756628371065,2026-09-20_04-45-44
KAN,3,15,0.0001,2000,2000,,7,4,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,12870,23854,480.8168399250062,486.74308371543884,68.49466999847209,251.6577119968133,1265.4860420007026,0.0028178672964089485,0.0013572281091498628,0.003563180125096963,0.002569429686846277,0.0008132743845931735,0.0015385460173354259,0.0020875477027794058,2026-09-20_04-53-45
KAN,3,15,0.0001,2000,2000,,7,4,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,12870,23854,478.2618548140017,484.4226908683777,71.95159300317755,257.6404720020946,1320.6023160018958,0.002440133205190658,0.0013146104783076534,0.0030137872058784497,0.0022489152049613944,0.0005939197138742686,0.0015548407331187819,0.0018773718417491557,2026-09-20_05-01-52
KAN,3,15,0.0001,2000,2000,,7,4,gaussian,5.5,1.0,100,100,1000,2,True,True,7,100,False,0.5,5.0,1.0,12870,23854,476.65900250699633,482.66878294944763,66.13356900197687,250.84707600035472,1281.0126030017273,0.011566625534025888,0.00220937700686293,0.031283654131669184,0.004994282668144791,0.001154699295890299,0.0025609362438538076,0.006888001270444409,2026-09-20_05-09-56
